Clone,Main Source,Growth Condition,Well,Harmonic Mean,Growth Cond. Classification
RS17PM2,Nitrogen,L-Lysine: 0.3%,A11,0.3986512665,Class C
RS17PM2,Nitrogen,Negative Control: 0%,A12,0.1712406291,Class D
RS17PM2,Nitrogen,D-Glutamate: 0.3%,B1,0.4063883334,Class C
RS17PM2,Nitrogen,D-Asparagine: 0.3%,B2,0.3674925257,Class C
RS17PM2,Nitrogen,D-Alanine: 0.3%,B3,0.8489018897,Class A
RS17PM2,Nitrogen,L-Tryptophan: 0.2%,B4,0.4753090576,Class C
RS17PM2,Nitrogen,D-Asparate: 0.3%,B5,0.2271614539,Class D
RS17PM2,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.5035170268,Class B
RS17PM2,Nitrogen,D-Cysteine: 0.3%,B7,0.2199460884,Class D
RS17PM2,Nitrogen,D-Serine: 0.3%,B8,0.4899784949,Class C
RS17PM2,Nitrogen,L-Valine: 0.2%,B9,0.3517510238,Class C
RS17PM2,Nitrogen,L-Isoleucine: 0.2%,B10,0.5127796425,Class B
RS17PM2,Nitrogen,Tyrosine: 0.3%,B11,0.4772570103,Class C
RS17PM2,Nitrogen,L-Citrulline: 0.3%,B12,0.4874739084,Class C
RS17PM2,Nitrogen,L-Ornithine: 0.3%,C1,0.3279383413,Class C
RS17PM2,Nitrogen,Putrescine: 0.3%,C2,0.7162481033,Class B
RS17PM2,Nitrogen,D-Glucosamine: 0.3%,C3,0.2650892541,Class D
RS17PM2,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.2806917392,Class D
RS17PM2,Nitrogen,Thymidine: 0.3%,C5,0.245040987,Class D
RS17PM2,Nitrogen,Acetamide: 0.3%,C6,0.346620205,Class C
RS17PM2,Nitrogen,Blank12: 0%,C7,0.2141238044,Class D
RS17PM2,Nitrogen,Blank15: 0%,C8,0.2194908323,Class D
RS17PM2,Nitrogen,Blank18: 0%,C9,0.2168589762,Class D
RS17PM2,Nitrogen,Blank21: 0%,C10,0.2078160312,Class D
RS17PM2,Nitrogen,Blank24: 0%,C11,0.2046903193,Class D
RS17PM2,Nitrogen,Blank28: 0%,C12,0.1932347233,Class D
RS17PM2,Sulfur,Negative Control1: 0%,D1,1.0973487962,Class A
RS17PM2,Sulfur,Blank2: 0%,D2,1.2510469142,Class A
RS17PM2,Sulfur,Blank4: 0%,D3,1.0161398181,Class A
RS17PM2,Sulfur,Blank6: 0%,D4,1.0231150431,Class A
RS17PM2,Sulfur,Blank8: 0%,D5,1.0874996844,Class A
RS17PM2,Sulfur,Blank10: 0%,D6,1.1280198249,Class A
RS17PM2,Sulfur,Blank13: 0%,D7,1.1705952238,Class A
RS17PM2,Sulfur,Blank16: 0%,D8,0.9639825126,Class A
RS17PM2,Sulfur,Blank19: 0%,D9,1.0519767645,Class A
RS17PM2,Sulfur,Blank22: 0%,D10,0.9520143223,Class A
RS17PM2,Sulfur,Blank25: 0%,D11,0.995828299,Class A
RS17PM2,Sulfur,Blank29: 0%,D12,0.9617733793,Class A
RS17PM2,Sulfur,L-Methionine: 0.3%,E1,1.0973923261,Class A
RS17PM2,Sulfur,L-Cysteine: 0.3%,E2,1.2460318232,Class A
RS17PM2,Sulfur,L-Cysteate: 0.3%,E3,0.9120645325,Class A
RS17PM2,Sulfur,Glutathione: 0.2%,E4,0.9667286237,Class A
RS17PM2,Sulfur,Thiourea: 0.3%,E5,1.114574022,Class A
RS17PM2,Sulfur,L-Djenkolate: 0.3%,E6,1.0716251449,Class A
RS17PM2,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.9158279638,Class A
RS17PM2,Sulfur,1-Butane-Sulfonate: 0.3%,E8,0.9762847029,Class A
RS17PM2,Sulfur,Taurocholate: 0.3%,E9,0.9846389049,Class A
RS17PM2,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,1.2614184906,Class A
RS17PM2,Sulfur,Magnesium-Sulfate: 0.3%,E11,0.8257286616,Class A
RS17PM2,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,0.2117564366,Class D
RS17PM2,Sulfur,D-Methionine: 0.2%,F1,0.752928487,Class A
RS17PM2,Sulfur,D-Cysteine: 0.3%,F2,0.7420388469,Class B
RS17PM2,Sulfur,Isethionate: 0.3%,F3,0.8498867264,Class A
RS17PM2,Sulfur,Sulfanate: 0.2%,F4,0.9914328808,Class A
RS17PM2,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.5752650754,Class B
RS17PM2,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,0.9861533809,Class A
RS17PM2,Sulfur,DL-Ethionine: 0.3%,F7,0.4464223651,Class C
RS17PM2,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.9337660841,Class A
RS17PM2,Sulfur,Methane-Sulfonate: 0.3%,F9,1.1024920973,Class A
RS17PM2,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,0.9522861515,Class A
RS17PM2,Sulfur,Taurine: 0.3%,F11,0.8782490098,Class A
RS17PM2,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.8095546105,Class A
RS17PM2,Phosphorus,Blank1: 0%,G1,0.4803528892,Class C
RS17PM2,Phosphorus,Blank3: 0%,G2,0.5185615413,Class B
RS17PM2,Phosphorus,Blank5: 0%,G3,0.3504188769,Class C
RS17PM2,Phosphorus,Blank7: 0%,G4,0.3897794882,Class C
RS17PM2,Phosphorus,Blank9: 0%,G5,0.3333198003,Class C
RS17PM2,Phosphorus,Blank11: 0%,G6,0.2958793125,Class D
RS17PM2,Phosphorus,Blank14: 0%,G7,0.2593134931,Class D
RS17PM2,Phosphorus,Blank17: 0%,G8,0.3134116315,Class D
RS17PM2,Phosphorus,Blank20: 0%,G9,0.3316130362,Class C
RS17PM2,Phosphorus,Blank23: 0%,G10,0.255737058,Class D
RS17PM2,Phosphorus,Blank26: 0%,G11,0.258429246,Class D
RS17PM2,Phosphorus,Blank30: 0%,G12,0.2806667304,Class D
RS17PM2,Phosphorus,Negative Control2: 0%,H1,0.4142603314,Class C
RS17PM2,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,0.9152269523,Class A
RS17PM2,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,0.7386434494,Class B
RS17PM2,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,0.9665978537,Class A
RS17PM2,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,1.2674317285,Class A
RS17PM2,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,1.2400908901,Class A
RS17PM2,Phosphorus,Potassium-phosphate: 0.3%,H7,1.1796212249,Class A
RS17PM2,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,1.0196344443,Class A
RS17PM2,Phosphorus,Creatine-phosphate: 0.3%,H9,1.1533706588,Class A
RS17PM2,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,0.9772115041,Class A
RS17PM2,Phosphorus,Blank27: 0%,H11,0.246969693,Class D
RS17PM2,Phosphorus,Blank31: 0%,H12,0.2638045745,Class D
RS19PM2,Nitrogen,L-Glutamate: 0.3%,A1,1.2850038456,Class A
RS19PM2,Nitrogen,L-Asparagine: 0.3%,A2,1.2988177637,Class A
RS19PM2,Nitrogen,L-Alanine: 0.3%,A3,0.7603135126,Class A
RS19PM2,Nitrogen,L-Methione: 0.2%,A4,0.6107548824,Class B
RS19PM2,Nitrogen,Positive Control: 0%,A5,1.0445331063,Class A
RS19PM2,Nitrogen,L-Glutamine: 0.3%,A6,1.2955396928,Class A
RS19PM2,Nitrogen,L-Cysteine: 0.3%,A7,0.5267874532,Class B
RS19PM2,Nitrogen,L-Serine: 0.3%,A8,0.9870267826,Class A
RS19PM2,Nitrogen,L-Threonine: 0.2%,A9,0.3602970624,Class C
RS19PM2,Nitrogen,L-Leucine: 0.3%,A10,0.8107626253,Class A
RS19PM2,Nitrogen,L-Lysine: 0.3%,A11,0.4622685429,Class C
RS19PM2,Nitrogen,Negative Control: 0%,A12,0.2915140782,Class D
RS19PM2,Nitrogen,D-Glutamate: 0.3%,B1,0.770641112,Class A
RS19PM2,Nitrogen,D-Asparagine: 0.3%,B2,0.4010341479,Class C
RS19PM2,Nitrogen,D-Alanine: 0.3%,B3,0.6322955056,Class B
RS19PM2,Nitrogen,L-Tryptophan: 0.2%,B4,0.6459887776,Class B
RS19PM2,Nitrogen,D-Asparate: 0.3%,B5,0.4070949624,Class C
RS19PM2,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.8672851989,Class A
RS19PM2,Nitrogen,D-Cysteine: 0.3%,B7,0.2969038449,Class D
RS19PM2,Nitrogen,D-Serine: 0.3%,B8,0.8010117702,Class A
RS19PM2,Nitrogen,L-Valine: 0.2%,B9,0.4778365423,Class C
RS19PM2,Nitrogen,L-Isoleucine: 0.2%,B10,0.5809072851,Class B
RS19PM2,Nitrogen,Tyrosine: 0.3%,B11,0.7814719044,Class A
RS19PM2,Nitrogen,L-Citrulline: 0.3%,B12,0.5499111423,Class B
RS19PM2,Nitrogen,L-Ornithine: 0.3%,C1,0.7313262799,Class B
RS19PM2,Nitrogen,Putrescine: 0.3%,C2,0.3301188513,Class C
RS19PM2,Nitrogen,D-Glucosamine: 0.3%,C3,0.4339204853,Class C
RS19PM2,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.3241048801,Class C
RS19PM2,Nitrogen,Thymidine: 0.3%,C5,0.4273199669,Class C
RS19PM2,Nitrogen,Acetamide: 0.3%,C6,0.877048465,Class A
RS19PM2,Nitrogen,Blank12: 0%,C7,0.3099968563,Class D
RS19PM2,Nitrogen,Blank15: 0%,C8,0.3038313245,Class D
RS19PM2,Nitrogen,Blank18: 0%,C9,0.3050457784,Class D
RS19PM2,Nitrogen,Blank21: 0%,C10,0.2886682381,Class D
RS19PM2,Nitrogen,Blank24: 0%,C11,0.2804301393,Class D
RS19PM2,Nitrogen,Blank28: 0%,C12,0.2685923194,Class D
RS19PM2,Sulfur,Negative Control1: 0%,D1,1.1184194946,Class A
RS19PM2,Sulfur,Blank2: 0%,D2,1.0100211593,Class A
RS19PM2,Sulfur,Blank4: 0%,D3,1.0254086055,Class A
RS19PM2,Sulfur,Blank6: 0%,D4,0.94600064,Class A
RS19PM2,Sulfur,Blank8: 0%,D5,1.0102994727,Class A
RS19PM2,Sulfur,Blank10: 0%,D6,0.9099063531,Class A
RS19PM2,Sulfur,Blank13: 0%,D7,1.0013625668,Class A
RS19PM2,Sulfur,Blank16: 0%,D8,0.9058476565,Class A
RS19PM2,Sulfur,Blank19: 0%,D9,1.0260912559,Class A
RS19PM2,Sulfur,Blank22: 0%,D10,1.0636823939,Class A
RS19PM2,Sulfur,Blank25: 0%,D11,1.0114792501,Class A
RS19PM2,Sulfur,Blank29: 0%,D12,0.8986644869,Class A
RS19PM2,Sulfur,L-Methionine: 0.3%,E1,0.8897495012,Class A
RS19PM2,Sulfur,L-Cysteine: 0.3%,E2,1.0838356778,Class A
RS19PM2,Sulfur,L-Cysteate: 0.3%,E3,0.9886712079,Class A
RS19PM2,Sulfur,Glutathione: 0.2%,E4,0.8246202271,Class A
RS19PM2,Sulfur,Thiourea: 0.3%,E5,1.0570784766,Class A
RS19PM2,Sulfur,L-Djenkolate: 0.3%,E6,1.0310160292,Class A
RS19PM2,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.8535490476,Class A
RS19PM2,Sulfur,1-Butane-Sulfonate: 0.3%,E8,0.9621202419,Class A
RS19PM2,Sulfur,Taurocholate: 0.3%,E9,0.7157540411,Class B
RS19PM2,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,1.5600518021,Class A
RS19PM2,Sulfur,Magnesium-Sulfate: 0.3%,E11,1.018018776,Class A
RS19PM2,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,0.9565885543,Class A
RS19PM2,Sulfur,D-Methionine: 0.2%,F1,1.1000993535,Class A
RS19PM2,Sulfur,D-Cysteine: 0.3%,F2,0.7692458219,Class A
RS19PM2,Sulfur,Isethionate: 0.3%,F3,1.1516150633,Class A
RS19PM2,Sulfur,Sulfanate: 0.2%,F4,0.9159855582,Class A
RS19PM2,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.5632245574,Class B
RS19PM2,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,1.0458287119,Class A
RS19PM2,Sulfur,DL-Ethionine: 0.3%,F7,0.575655787,Class B
RS19PM2,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.9513415047,Class A
RS19PM2,Sulfur,Methane-Sulfonate: 0.3%,F9,0.9740084254,Class A
RS19PM2,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,0.9999114768,Class A
RS19PM2,Sulfur,Taurine: 0.3%,F11,1.044291496,Class A
RS19PM2,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.8824067858,Class A
RS19PM2,Phosphorus,Blank1: 0%,G1,0.3270673502,Class C
RS19PM2,Phosphorus,Blank3: 0%,G2,0.3125740012,Class D
RS19PM2,Phosphorus,Blank5: 0%,G3,0.3258775766,Class C
RS19PM2,Phosphorus,Blank7: 0%,G4,0.3249566907,Class C
RS19PM2,Phosphorus,Blank9: 0%,G5,0.293743794,Class D
RS19PM2,Phosphorus,Blank11: 0%,G6,0.2900629977,Class D
RS19PM2,Phosphorus,Blank14: 0%,G7,0.3017933504,Class D
RS19PM2,Phosphorus,Blank17: 0%,G8,0.2859584203,Class D
RS19PM2,Phosphorus,Blank20: 0%,G9,0.304106061,Class D
RS19PM2,Phosphorus,Blank23: 0%,G10,0.2959700822,Class D
RS19PM2,Phosphorus,Blank26: 0%,G11,0.2791796247,Class D
RS19PM2,Phosphorus,Blank30: 0%,G12,0.2884349961,Class D
RS19PM2,Phosphorus,Negative Control2: 0%,H1,0.3157701159,Class D
RS19PM2,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,0.8953726712,Class A
RS19PM2,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,0.9065975893,Class A
RS19PM2,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,0.9573142556,Class A
RS19PM2,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,1.127175905,Class A
RS19PM2,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,0.7328379426,Class B
RS19PM2,Phosphorus,Potassium-phosphate: 0.3%,H7,1.1275592607,Class A
RS19PM2,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,1.0548577458,Class A
RS19PM2,Phosphorus,Creatine-phosphate: 0.3%,H9,1.0795822314,Class A
RS19PM2,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,0.6391489148,Class B
RS19PM2,Phosphorus,Blank27: 0%,H11,0.2978882823,Class D
RS19PM2,Phosphorus,Blank31: 0%,H12,0.2957797257,Class D
RS20PM2,Nitrogen,L-Glutamate: 0.3%,A1,0.3454395642,Class C
RS20PM2,Nitrogen,L-Asparagine: 0.3%,A2,0.5672815053,Class B
RS20PM2,Nitrogen,L-Alanine: 0.3%,A3,0.2291241828,Class D
RS20PM2,Nitrogen,L-Methione: 0.2%,A4,0.2786556988,Class D
RS20PM2,Nitrogen,Positive Control: 0%,A5,0.4636249163,Class C
RS20PM2,Nitrogen,L-Glutamine: 0.3%,A6,0.7261945019,Class B
RS20PM2,Nitrogen,L-Cysteine: 0.3%,A7,0.3171558384,Class D
RS20PM2,Nitrogen,L-Serine: 0.3%,A8,0.7972781464,Class A
RS20PM2,Nitrogen,L-Threonine: 0.2%,A9,0.1962300059,Class D
RS20PM2,Nitrogen,L-Leucine: 0.3%,A10,0.1838053803,Class D
RS20PM2,Nitrogen,L-Lysine: 0.3%,A11,0.1990483182,Class D
RS20PM2,Nitrogen,Negative Control: 0%,A12,0.1697450567,Class D
RS20PM2,Nitrogen,D-Glutamate: 0.3%,B1,0.2165553728,Class D
RS20PM2,Nitrogen,D-Asparagine: 0.3%,B2,0.2312249277,Class D
RS20PM2,Nitrogen,D-Alanine: 0.3%,B3,0.3942220201,Class C
RS20PM2,Nitrogen,L-Tryptophan: 0.2%,B4,0.2975355451,Class D
RS20PM2,Nitrogen,D-Asparate: 0.3%,B5,0.5661409225,Class B
RS20PM2,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.3359882547,Class C
RS20PM2,Nitrogen,D-Cysteine: 0.3%,B7,0.1974303806,Class D
RS20PM2,Nitrogen,D-Serine: 0.3%,B8,0.4742460583,Class C
RS20PM2,Nitrogen,L-Valine: 0.2%,B9,0.2468927121,Class D
RS20PM2,Nitrogen,L-Isoleucine: 0.2%,B10,0.2203689495,Class D
RS20PM2,Nitrogen,Tyrosine: 0.3%,B11,0.1846933001,Class D
RS20PM2,Nitrogen,L-Citrulline: 0.3%,B12,0.2025243737,Class D
RS20PM2,Nitrogen,L-Ornithine: 0.3%,C1,0.3528493137,Class C
RS20PM2,Nitrogen,Putrescine: 0.3%,C2,0.2794545415,Class D
RS20PM2,Nitrogen,D-Glucosamine: 0.3%,C3,0.2683773491,Class D
RS20PM2,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.2190647296,Class D
RS20PM2,Nitrogen,Thymidine: 0.3%,C5,0.2166770165,Class D
RS20PM2,Nitrogen,Acetamide: 0.3%,C6,0.3462939892,Class C
RS20PM2,Nitrogen,Blank12: 0%,C7,0.2141233412,Class D
RS20PM2,Nitrogen,Blank15: 0%,C8,0.245888267,Class D
RS20PM2,Nitrogen,Blank18: 0%,C9,0.2157224408,Class D
RS20PM2,Nitrogen,Blank21: 0%,C10,0.2066441424,Class D
RS20PM2,Nitrogen,Blank24: 0%,C11,0.1921853584,Class D
RS20PM2,Nitrogen,Blank28: 0%,C12,0.1876227143,Class D
RS20PM2,Sulfur,Negative Control1: 0%,D1,0.678987191,Class B
RS20PM2,Sulfur,Blank2: 0%,D2,0.7170476619,Class B
RS20PM2,Sulfur,Blank4: 0%,D3,0.3179449074,Class D
RS20PM2,Sulfur,Blank6: 0%,D4,0.7300693033,Class B
RS20PM2,Sulfur,Blank8: 0%,D5,0.8039049604,Class A
RS20PM2,Sulfur,Blank10: 0%,D6,0.8025933617,Class A
RS20PM2,Sulfur,Blank13: 0%,D7,0.7806675313,Class A
RS20PM2,Sulfur,Blank16: 0%,D8,0.4107820205,Class C
RS20PM2,Sulfur,Blank19: 0%,D9,0.3991421652,Class C
RS20PM2,Sulfur,Blank22: 0%,D10,0.7963244213,Class A
RS20PM2,Sulfur,Blank25: 0%,D11,0.759759186,Class A
RS20PM2,Sulfur,Blank29: 0%,D12,0.7915668827,Class A
RS20PM2,Sulfur,L-Methionine: 0.3%,E1,0.9254319719,Class A
RS20PM2,Sulfur,L-Cysteine: 0.3%,E2,0.5201622453,Class B
RS20PM2,Sulfur,L-Cysteate: 0.3%,E3,0.4843648242,Class C
RS20PM2,Sulfur,Glutathione: 0.2%,E4,0.5426613848,Class B
RS20PM2,Sulfur,Thiourea: 0.3%,E5,0.7733822518,Class A
RS20PM2,Sulfur,L-Djenkolate: 0.3%,E6,0.774310907,Class A
RS20PM2,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.4750543683,Class C
RS20PM2,Sulfur,1-Butane-Sulfonate: 0.3%,E8,0.8043252174,Class A
RS20PM2,Sulfur,Taurocholate: 0.3%,E9,0.2168785703,Class D
RS20PM2,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,0.6319350408,Class B
RS20PM2,Sulfur,Magnesium-Sulfate: 0.3%,E11,0.8470377693,Class A
RS20PM2,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,0.2515989347,Class D
RS20PM2,Sulfur,D-Methionine: 0.2%,F1,0.7139899158,Class B
RS20PM2,Sulfur,D-Cysteine: 0.3%,F2,0.2418169699,Class D
RS20PM2,Sulfur,Isethionate: 0.3%,F3,0.7733583863,Class A
RS20PM2,Sulfur,Sulfanate: 0.2%,F4,0.2295346697,Class D
RS20PM2,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.3763969956,Class C
RS20PM2,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,0.3088446201,Class D
RS20PM2,Sulfur,DL-Ethionine: 0.3%,F7,0.3398621047,Class C
RS20PM2,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.7470026402,Class B
RS20PM2,Sulfur,Methane-Sulfonate: 0.3%,F9,0.749249652,Class B
RS20PM2,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,0.5710008043,Class B
RS20PM2,Sulfur,Taurine: 0.3%,F11,0.8164098657,Class A
RS20PM2,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.3532999112,Class C
RS20PM2,Phosphorus,Blank1: 0%,G1,0.2438562655,Class D
RS20PM2,Phosphorus,Blank3: 0%,G2,0.2426686814,Class D
RS20PM2,Phosphorus,Blank5: 0%,G3,0.2390229221,Class D
RS20PM2,Phosphorus,Blank7: 0%,G4,0.2567203327,Class D
RS20PM2,Phosphorus,Blank9: 0%,G5,0.2421632359,Class D
RS20PM2,Phosphorus,Blank11: 0%,G6,0.2548305268,Class D
RS20PM2,Phosphorus,Blank14: 0%,G7,0.2497977938,Class D
RS20PM2,Phosphorus,Blank17: 0%,G8,0.2245095363,Class D
RS20PM2,Phosphorus,Blank20: 0%,G9,0.2348502759,Class D
RS20PM2,Phosphorus,Blank23: 0%,G10,0.2242857851,Class D
RS20PM2,Phosphorus,Blank26: 0%,G11,0.2292650078,Class D
RS20PM2,Phosphorus,Blank30: 0%,G12,0.2316157496,Class D
RS20PM2,Phosphorus,Negative Control2: 0%,H1,0.255173598,Class D
RS20PM2,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,0.5315691471,Class B
RS20PM2,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,0.7897674583,Class A
RS20PM2,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,0.422385439,Class C
RS20PM2,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,0.5707589072,Class B
RS20PM2,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,0.7340968709,Class B
RS20PM2,Phosphorus,Potassium-phosphate: 0.3%,H7,0.8376353045,Class A
RS20PM2,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,0.7542993695,Class A
RS20PM2,Phosphorus,Creatine-phosphate: 0.3%,H9,0.9041418319,Class A
RS20PM2,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,0.3217013363,Class C
RS20PM2,Phosphorus,Blank27: 0%,H11,0.2419090471,Class D
RS20PM2,Phosphorus,Blank31: 0%,H12,0.2390882251,Class D
RS21PM2,Nitrogen,L-Glutamate: 0.3%,A1,0.342865595,Class C
RS21PM2,Nitrogen,L-Asparagine: 0.3%,A2,0.5866004652,Class B
RS21PM2,Nitrogen,L-Alanine: 0.3%,A3,0.3119201392,Class D
RS21PM2,Nitrogen,L-Methione: 0.2%,A4,0.2777650461,Class D
RS21PM2,Nitrogen,Positive Control: 0%,A5,0.7946833287,Class A
RS21PM2,Nitrogen,L-Glutamine: 0.3%,A6,0.7709533824,Class A
RS21PM2,Nitrogen,L-Cysteine: 0.3%,A7,0.3199095756,Class D
RS21PM2,Nitrogen,L-Serine: 0.3%,A8,0.8178659188,Class A
RS21PM2,Nitrogen,L-Threonine: 0.2%,A9,0.2417487925,Class D
RS21PM2,Nitrogen,L-Leucine: 0.3%,A10,0.2268310547,Class D
RS21PM2,Nitrogen,L-Lysine: 0.3%,A11,0.2227821579,Class D
RS21PM2,Nitrogen,Negative Control: 0%,A12,0.2089947947,Class D
RS21PM2,Nitrogen,D-Glutamate: 0.3%,B1,0.2250417467,Class D
RS21PM2,Nitrogen,D-Asparagine: 0.3%,B2,0.2842374119,Class D
RS21PM2,Nitrogen,D-Alanine: 0.3%,B3,0.462195457,Class C
RS21PM2,Nitrogen,L-Tryptophan: 0.2%,B4,0.337070533,Class C
RS21PM2,Nitrogen,D-Asparate: 0.3%,B5,0.6491837828,Class B
RS21PM2,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.3398351925,Class C
RS21PM2,Nitrogen,D-Cysteine: 0.3%,B7,0.2689481112,Class D
RS21PM2,Nitrogen,D-Serine: 0.3%,B8,0.5816626131,Class B
RS21PM2,Nitrogen,L-Valine: 0.2%,B9,0.3057363395,Class D
RS21PM2,Nitrogen,L-Isoleucine: 0.2%,B10,0.2750633382,Class D
RS21PM2,Nitrogen,Tyrosine: 0.3%,B11,0.2691603727,Class D
RS21PM2,Nitrogen,L-Citrulline: 0.3%,B12,0.2278317766,Class D
RS21PM2,Nitrogen,L-Ornithine: 0.3%,C1,0.3058890042,Class D
RS21PM2,Nitrogen,Putrescine: 0.3%,C2,0.2817348413,Class D
RS21PM2,Nitrogen,D-Glucosamine: 0.3%,C3,0.2643502768,Class D
RS21PM2,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.2926768433,Class D
RS21PM2,Nitrogen,Thymidine: 0.3%,C5,0.2833769499,Class D
RS21PM2,Nitrogen,Acetamide: 0.3%,C6,0.3016563196,Class D
RS21PM2,Nitrogen,Blank12: 0%,C7,0.2881160526,Class D
RS21PM2,Nitrogen,Blank15: 0%,C8,0.2968587895,Class D
RS21PM2,Nitrogen,Blank18: 0%,C9,0.2971705865,Class D
RS21PM2,Nitrogen,Blank21: 0%,C10,0.2899628583,Class D
RS21PM2,Nitrogen,Blank24: 0%,C11,0.2664541222,Class D
RS21PM2,Nitrogen,Blank28: 0%,C12,0.2096696988,Class D
RS21PM2,Sulfur,Negative Control1: 0%,D1,0.7679881168,Class A
RS21PM2,Sulfur,Blank2: 0%,D2,0.7521003173,Class A
RS21PM2,Sulfur,Blank4: 0%,D3,0.8047225961,Class A
RS21PM2,Sulfur,Blank6: 0%,D4,0.8318962411,Class A
RS21PM2,Sulfur,Blank8: 0%,D5,0.8150827338,Class A
RS21PM2,Sulfur,Blank10: 0%,D6,0.8404267535,Class A
RS21PM2,Sulfur,Blank13: 0%,D7,0.8187406816,Class A
RS21PM2,Sulfur,Blank16: 0%,D8,0.8442654892,Class A
RS21PM2,Sulfur,Blank19: 0%,D9,0.8637112626,Class A
RS21PM2,Sulfur,Blank22: 0%,D10,0.8283008932,Class A
RS21PM2,Sulfur,Blank25: 0%,D11,0.7857895044,Class A
RS21PM2,Sulfur,Blank29: 0%,D12,0.7496624383,Class B
RS21PM2,Sulfur,L-Methionine: 0.3%,E1,0.8675589836,Class A
RS21PM2,Sulfur,L-Cysteine: 0.3%,E2,0.5156966456,Class B
RS21PM2,Sulfur,L-Cysteate: 0.3%,E3,0.5317141174,Class B
RS21PM2,Sulfur,Glutathione: 0.2%,E4,0.5185694537,Class B
RS21PM2,Sulfur,Thiourea: 0.3%,E5,0.8700001815,Class A
RS21PM2,Sulfur,L-Djenkolate: 0.3%,E6,0.8158448462,Class A
RS21PM2,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.4515863371,Class C
RS21PM2,Sulfur,1-Butane-Sulfonate: 0.3%,E8,0.9313060178,Class A
RS21PM2,Sulfur,Taurocholate: 0.3%,E9,0.347831588,Class C
RS21PM2,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,0.7478871759,Class B
RS21PM2,Sulfur,Magnesium-Sulfate: 0.3%,E11,0.7589752148,Class A
RS21PM2,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,0.7766473047,Class A
RS21PM2,Sulfur,D-Methionine: 0.2%,F1,0.6785734449,Class B
RS21PM2,Sulfur,D-Cysteine: 0.3%,F2,0.2359714398,Class D
RS21PM2,Sulfur,Isethionate: 0.3%,F3,0.7996826303,Class A
RS21PM2,Sulfur,Sulfanate: 0.2%,F4,0.2776747599,Class D
