Clone	Main Source	Growth Condition	Well	Harmonic Mean	Growth Cond. Classification
RS17PM1	Carbon	Citrate, 0.3%	C1	0.7747084766	Class A
RS17PM1	Carbon	D-Mannose, 0.3%	C2	1.0923804398	Class A
RS17PM1	Carbon	L-Serine, 0.3%	C3	0.3704595812	Class C
RS17PM1	Carbon	D-Salicin, 0.3%	C4	0.9376499615	Class A
RS17PM1	Carbon	D-Cellubiose, 0.3%	C5	0.8520944931	Class A
RS17PM1	Carbon	Adonitol, 0.3%	C6	0.9279780564	Class A
RS17PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.1371319276	Class A
RS17PM1	Carbon	L-Sorbose, 0.3%	C8	0.2890772694	Class D
RS17PM1	Carbon	D-Arabitol, 0.3%	C9	1.0486734416	Class A
RS17PM1	Carbon	L-Lysine, 0.3%	C10	0.303712204	Class D
RS17PM1	Carbon	D-Trehalose, 0.3%	C11	1.0610320546	Class A
RS17PM1	Carbon	Acetate, 0.3%	C12	0.7021511244	Class B
RS17PM1	Carbon	L-Alanine, 0.3%	D1	0.5151602234	Class B
RS17PM1	Carbon	L-Arabinose, 0.3%	D2	0.8348357451	Class A
RS17PM1	Carbon	L-Threonine, 0.3%	D3	0.2556339647	Class D
RS17PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.5105757849	Class B
RS17PM1	Carbon	D-Ribose, 0.3%	D5	0.6874778581	Class B
RS17PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.7895693097	Class A
RS17PM1	Carbon	D-Alanine, 0.3%	D7	0.7999762444	Class A
RS17PM1	Carbon	L-Fucose, 0.3%	D8	0.5079327675	Class B
RS17PM1	Carbon	L-Asparagine, 0.2%	D9	0.8741755697	Class A
RS17PM1	Carbon	L-Leucine, 0.3%	D10	0.374380778	Class C
RS17PM1	Carbon	D-Aspartate, 0.2%	D11	0.3113226561	Class D
RS17PM1	Carbon	Inosine, 0.3%	D12	1.2280162419	Class A
RS17PM1	Carbon	Thymidine, 0.3%	E1	0.9584860955	Class A
RS17PM1	Carbon	Sucrose, 0.3%	E2	0.9679128663	Class A
RS17PM1	Carbon	D-Xylose, 0.3%	E3	0.9863885071	Class A
RS17PM1	Carbon	L-Cysteine, 0.3%	E4	0.2639103133	Class D
RS17PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	0.9392178678	Class A
RS17PM1	Carbon	D-Raffinose, 0.3%	E6	1.0046745196	Class A
RS17PM1	Carbon	D-Asparagine, 0.3%	E7	0.2734373589	Class D
RS17PM1	Carbon	i-Erythritol, 0.3%	E8	0.2859125261	Class D
RS17PM1	Carbon	D-Cysteine, 0.3%	E9	0.2832144358	Class D
RS17PM1	Carbon	L-Isoleucine, 0.2%	E10	0.4098463304	Class C
RS17PM1	Carbon	L-Cysteate, 0.3%	E11	0.2948143361	Class D
RS17PM1	Carbon	Adenosine, 0.2%	E12	0.7043347442	Class B
RS17PM1	Carbon	Xylitol, 0.3%	F1	0.5827944132	Class B
RS17PM1	Carbon	L-Glutamine, 0.3%	F2	0.9045663477	Class A
RS17PM1	Carbon	L-Rhamnose, 0.3%	F3	0.9005711353	Class A
RS17PM1	Carbon	Putrescine, 0.3%	F4	0.3177243586	Class D
RS17PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.2742646553	Class D
RS17PM1	Carbon	L-Arabitol, 0.3%	F6	0.2659644865	Class D
RS17PM1	Carbon	D-Glucosamine, 0.3%	F7	0.8775351237	Class A
RS17PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.2962774911	Class D
RS17PM1	Carbon	D-Glutamate, 0.2%	F9	0.3403628506	Class C
RS17PM1	Carbon	D-Arabinose, 0.3%	F10	0.3452681992	Class C
RS17PM1	Carbon	L-Tryptophan, 0.2%	F11	0.3852161618	Class C
RS17PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.7814148377	Class A
RS17PM1	Nitrogen	Negative Control, 0%	G1	0.2762747067	Class D
RS17PM1	Nitrogen	Tyramine, 0.2%	G2	0.2569504053	Class D
RS17PM1	Nitrogen	Uridine, 0.3%	G3	0.2733315953	Class D
RS17PM1	Nitrogen	Inosine, 0.3%	G4	0.3578116129	Class C
RS17PM1	Nitrogen	Histamine, 0.3%	G5	0.2618203151	Class D
RS17PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.6538165658	Class B
RS17PM1	Nitrogen	Cytidine, 0.3%	G7	0.973586471	Class A
RS17PM1	Nitrogen	Adenosine, 0.2%	G8	0.7986555605	Class A
RS17PM1	Nitrogen	L-Arginine, 0.2%	G9	0.9181172907	Class A
RS17PM1	Nitrogen	Thiourea, 0.3%	G10	0.2732210358	Class D
RS17PM1	Nitrogen	Biuret, 0.2%	G11	0.3057149886	Class D
RS17PM1	Nitrogen	Guanidine, 0.3%	G12	0.5859206529	Class B
RS17PM1	Nitrogen	L-Histidine, 0.3%	H1	0.4938089963	Class C
RS17PM1	Nitrogen	Thymine, 0.2%	H2	0.5244327844	Class B
RS17PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.7574680205	Class A
RS17PM1	Nitrogen	Allantoin, 0.2%	H4	0.8867733105	Class A
RS17PM1	Nitrogen	Adenine, 0.2%	H5	0.7851365544	Class A
RS17PM1	Nitrogen	Glycine, 0.3%	H6	0.9191627421	Class A
RS17PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.2740095789	Class D
RS17PM1	Nitrogen	L-Proline, 0.2%	H8	0.9454730563	Class A
RS17PM1	Nitrogen	D-Methionine, 0.2%	H9	0.2859603503	Class D
RS17PM1	Nitrogen	Cytosine, 0.2%	H10	0.8528521233	Class A
RS17PM1	Nitrogen	D-Valine, 0.2%	H11	0.3133832021	Class D
RS17PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.4853954204	Class C
RS18PM1	Carbon	Propionic Acid, 0.3%	A1	0.255793879	Class D
RS18PM1	Carbon	L-Glutamate, 0.3%	A2	0.36122113	Class C
RS18PM1	Carbon	D-Glucose, 0.3%	A3	0.7707701177	Class A
RS18PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.2349123462	Class D
RS18PM1	Carbon	Lactulose, 0.3%	A5	0.2714517927	Class D
RS18PM1	Carbon	Glycerol, 0.3%	A6	0.5719008379	Class B
RS18PM1	Carbon	Myo-Inositol, 0.3%	A7	0.7695213573	Class A
RS18PM1	Carbon	D-Serine, 0.3%	A8	0.5480573146	Class B
RS18PM1	Carbon	D-Galactose, 0.3%	A9	1.0796276608	Class A
RS18PM1	Carbon	Oxalate, 0.2%	A10	0.260812021	Class D
RS18PM1	Carbon	Malate, 0.3%	A11	0.6775361961	Class B
RS18PM1	Carbon	L-Methionine, 0.2%	A12	0.229608772	Class D
RS18PM1	Carbon	Glycine, 0.3%	B1	0.3065406191	Class D
RS18PM1	Carbon	Negative Control, 0%	B2	0.2695193697	Class D
RS18PM1	Carbon	Quinic Acid, 0.3%	B3	0.2666584305	Class D
RS18PM1	Carbon	Sodium Succinate, 0.3%	B4	0.7430909992	Class B
RS18PM1	Carbon	Dulcitol, 0.3%	B5	0.6037974926	Class B
RS18PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	0.939887426	Class A
RS18PM1	Carbon	L-Xylose, 0.3%	B7	0.2566109454	Class D
RS18PM1	Carbon	L-Aspartate, 0.2%	B8	0.2621748405	Class D
RS18PM1	Carbon	D-Fructose, 0.3%	B9	0.9601699316	Class A
RS18PM1	Carbon	L-Valine, 0.2%	B10	0.284204251	Class D
RS18PM1	Carbon	Sodium Pyruvate, 0.3%	B11	1.1933780549	Class A
RS18PM1	Carbon	Lactate, 0.3%	B12	1.0673637089	Class A
RS18PM1	Carbon	Citrate, 0.3%	C1	0.8686259848	Class A
RS18PM1	Carbon	D-Mannose, 0.3%	C2	1.0925388681	Class A
RS18PM1	Carbon	L-Serine, 0.3%	C3	0.3023405902	Class D
RS18PM1	Carbon	D-Salicin, 0.3%	C4	0.9279850915	Class A
RS18PM1	Carbon	D-Cellubiose, 0.3%	C5	1.0199009445	Class A
RS18PM1	Carbon	Adonitol, 0.3%	C6	0.9663311737	Class A
RS18PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.1004885189	Class A
RS18PM1	Carbon	L-Sorbose, 0.3%	C8	0.279597603	Class D
RS18PM1	Carbon	D-Arabitol, 0.3%	C9	1.1803534506	Class A
RS18PM1	Carbon	L-Lysine, 0.3%	C10	0.2936040816	Class D
RS18PM1	Carbon	D-Trehalose, 0.3%	C11	1.0912242292	Class A
RS18PM1	Carbon	Acetate, 0.3%	C12	0.8770944796	Class A
RS18PM1	Carbon	L-Alanine, 0.3%	D1	0.4779178386	Class C
RS18PM1	Carbon	L-Arabinose, 0.3%	D2	0.9788287309	Class A
RS18PM1	Carbon	L-Threonine, 0.3%	D3	0.2454896903	Class D
RS18PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.5297426103	Class B
RS18PM1	Carbon	D-Ribose, 0.3%	D5	0.7675632723	Class A
RS18PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.977450309	Class A
RS18PM1	Carbon	D-Alanine, 0.3%	D7	0.6445482195	Class B
RS18PM1	Carbon	L-Fucose, 0.3%	D8	0.5898664261	Class B
RS18PM1	Carbon	L-Asparagine, 0.2%	D9	0.7924992937	Class A
RS18PM1	Carbon	L-Leucine, 0.3%	D10	0.434090834	Class C
RS18PM1	Carbon	D-Aspartate, 0.2%	D11	0.2869284191	Class D
RS18PM1	Carbon	Inosine, 0.3%	D12	1.0881586098	Class A
RS18PM1	Carbon	Thymidine, 0.3%	E1	0.6875234514	Class B
RS18PM1	Carbon	Sucrose, 0.3%	E2	1.1168749935	Class A
RS18PM1	Carbon	D-Xylose, 0.3%	E3	0.985574903	Class A
RS18PM1	Carbon	L-Cysteine, 0.3%	E4	0.2429420754	Class D
RS18PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	0.9740995204	Class A
RS18PM1	Carbon	D-Raffinose, 0.3%	E6	0.8256512603	Class A
RS18PM1	Carbon	D-Asparagine, 0.3%	E7	0.2498408746	Class D
RS18PM1	Carbon	i-Erythritol, 0.3%	E8	0.2596956152	Class D
RS18PM1	Carbon	D-Cysteine, 0.3%	E9	0.2652576984	Class D
RS18PM1	Carbon	L-Isoleucine, 0.2%	E10	0.3645000465	Class C
RS18PM1	Carbon	L-Cysteate, 0.3%	E11	0.2855007566	Class D
RS18PM1	Carbon	Adenosine, 0.2%	E12	0.6564348414	Class B
RS18PM1	Carbon	Xylitol, 0.3%	F1	0.3013081751	Class D
RS18PM1	Carbon	L-Glutamine, 0.3%	F2	0.8215581306	Class A
RS18PM1	Carbon	L-Rhamnose, 0.3%	F3	0.9444034954	Class A
RS18PM1	Carbon	Putrescine, 0.3%	F4	0.2398552186	Class D
RS18PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.2412173774	Class D
RS18PM1	Carbon	L-Arabitol, 0.3%	F6	0.2440890963	Class D
RS18PM1	Carbon	D-Glucosamine, 0.3%	F7	0.8557130465	Class A
RS18PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.2563092212	Class D
RS18PM1	Carbon	D-Glutamate, 0.2%	F9	0.3805028173	Class C
RS18PM1	Carbon	D-Arabinose, 0.3%	F10	0.3695791639	Class C
RS18PM1	Carbon	L-Tryptophan, 0.2%	F11	0.4481783995	Class C
RS18PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.7631102525	Class A
RS18PM1	Nitrogen	Negative Control, 0%	G1	0.2727809782	Class D
RS18PM1	Nitrogen	Tyramine, 0.2%	G2	0.3027395514	Class D
RS18PM1	Nitrogen	Uridine, 0.3%	G3	0.2840173635	Class D
RS18PM1	Nitrogen	Inosine, 0.3%	G4	0.4630035998	Class C
RS18PM1	Nitrogen	Histamine, 0.3%	G5	0.2908785502	Class D
RS18PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.692504777	Class B
RS18PM1	Nitrogen	Cytidine, 0.3%	G7	1.249375185	Class A
RS18PM1	Nitrogen	Adenosine, 0.2%	G8	0.976942003	Class A
RS18PM1	Nitrogen	L-Arginine, 0.2%	G9	0.9712668764	Class A
RS18PM1	Nitrogen	Thiourea, 0.3%	G10	0.3051318252	Class D
RS18PM1	Nitrogen	Biuret, 0.2%	G11	0.3771955643	Class C
RS18PM1	Nitrogen	Guanidine, 0.3%	G12	0.618966205	Class B
RS18PM1	Nitrogen	L-Histidine, 0.3%	H1	1.0641935527	Class A
RS18PM1	Nitrogen	Thymine, 0.2%	H2	0.5220171341	Class B
RS18PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.905466863	Class A
RS18PM1	Nitrogen	Allantoin, 0.2%	H4	1.0212525201	Class A
RS18PM1	Nitrogen	Adenine, 0.2%	H5	0.8675045017	Class A
RS18PM1	Nitrogen	Glycine, 0.3%	H6	1.3455042375	Class A
RS18PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.2669773215	Class D
RS18PM1	Nitrogen	L-Proline, 0.2%	H8	1.4384801048	Class A
RS18PM1	Nitrogen	D-Methionine, 0.2%	H9	0.3007136674	Class D
RS18PM1	Nitrogen	Cytosine, 0.2%	H10	1.1128916846	Class A
RS18PM1	Nitrogen	D-Valine, 0.2%	H11	0.31393781	Class D
RS18PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.3775020397	Class C
RS19PM1	Carbon	Propionic Acid, 0.3%	A1	0.2592761384	Class D
RS19PM1	Carbon	L-Glutamate, 0.3%	A2	0.4221895953	Class C
RS19PM1	Carbon	D-Glucose, 0.3%	A3	0.9177754779	Class A
RS19PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.2504188098	Class D
RS19PM1	Carbon	Lactulose, 0.3%	A5	0.2573073525	Class D
RS19PM1	Carbon	Glycerol, 0.3%	A6	0.7057615096	Class B
RS19PM1	Carbon	Myo-Inositol, 0.3%	A7	0.8569349689	Class A
RS19PM1	Carbon	D-Serine, 0.3%	A8	0.5989493303	Class B
RS19PM1	Carbon	D-Galactose, 0.3%	A9	1.1016126456	Class A
RS19PM1	Carbon	Oxalate, 0.2%	A10	0.218980676	Class D
RS19PM1	Carbon	Malate, 0.3%	A11	0.6527362254	Class B
RS19PM1	Carbon	L-Methionine, 0.2%	A12	0.2326671006	Class D
RS19PM1	Carbon	Glycine, 0.3%	B1	0.2681710824	Class D
RS19PM1	Carbon	Negative Control, 0%	B2	0.2481589062	Class D
RS19PM1	Carbon	Quinic Acid, 0.3%	B3	0.5673131443	Class B
RS19PM1	Carbon	Sodium Succinate, 0.3%	B4	0.6878167942	Class B
RS19PM1	Carbon	Dulcitol, 0.3%	B5	0.7475567308	Class B
RS19PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	0.9644303528	Class A
RS19PM1	Carbon	L-Xylose, 0.3%	B7	0.2586700525	Class D
RS19PM1	Carbon	L-Aspartate, 0.2%	B8	0.3398993793	Class C
RS19PM1	Carbon	D-Fructose, 0.3%	B9	1.047329469	Class A
RS19PM1	Carbon	L-Valine, 0.2%	B10	0.2432725399	Class D
RS19PM1	Carbon	Sodium Pyruvate, 0.3%	B11	0.8810889067	Class A
RS19PM1	Carbon	Lactate, 0.3%	B12	0.7399400078	Class B
RS19PM1	Carbon	Citrate, 0.3%	C1	0.5838435935	Class B
RS19PM1	Carbon	D-Mannose, 0.3%	C2	1.2520813002	Class A
RS19PM1	Carbon	L-Serine, 0.3%	C3	0.4866983765	Class C
RS19PM1	Carbon	D-Salicin, 0.3%	C4	0.9545073563	Class A
RS19PM1	Carbon	D-Cellubiose, 0.3%	C5	1.0631518633	Class A
RS19PM1	Carbon	Adonitol, 0.3%	C6	0.8132604921	Class A
RS19PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.1504858794	Class A
RS19PM1	Carbon	L-Sorbose, 0.3%	C8	0.2289098278	Class D
RS19PM1	Carbon	D-Arabitol, 0.3%	C9	1.03988007	Class A
RS19PM1	Carbon	L-Lysine, 0.3%	C10	0.2438333966	Class D
RS19PM1	Carbon	D-Trehalose, 0.3%	C11	1.0837529096	Class A
RS19PM1	Carbon	Acetate, 0.3%	C12	0.7302868617	Class B
RS19PM1	Carbon	L-Alanine, 0.3%	D1	0.4451000958	Class C
RS19PM1	Carbon	L-Arabinose, 0.3%	D2	0.9865365353	Class A
RS19PM1	Carbon	L-Threonine, 0.3%	D3	0.2588909734	Class D
RS19PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.629809498	Class B
RS19PM1	Carbon	D-Ribose, 0.3%	D5	0.7552272061	Class A
RS19PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	1.0106129835	Class A
RS19PM1	Carbon	D-Alanine, 0.3%	D7	0.5757546521	Class B
RS19PM1	Carbon	L-Fucose, 0.3%	D8	0.8334880239	Class A
RS19PM1	Carbon	L-Asparagine, 0.2%	D9	0.675452253	Class B
RS19PM1	Carbon	L-Leucine, 0.3%	D10	0.2464723561	Class D
RS19PM1	Carbon	D-Aspartate, 0.2%	D11	0.2479769097	Class D
RS19PM1	Carbon	Inosine, 0.3%	D12	1.0668156363	Class A
RS19PM1	Carbon	Thymidine, 0.3%	E1	0.6829780469	Class B
RS19PM1	Carbon	Sucrose, 0.3%	E2	1.1248013752	Class A
RS19PM1	Carbon	D-Xylose, 0.3%	E3	1.0007082318	Class A
RS19PM1	Carbon	L-Cysteine, 0.3%	E4	0.2709934323	Class D
RS19PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	1.031792989	Class A
RS19PM1	Carbon	D-Raffinose, 0.3%	E6	1.0009527894	Class A
RS19PM1	Carbon	D-Asparagine, 0.3%	E7	0.2542985281	Class D
RS19PM1	Carbon	i-Erythritol, 0.3%	E8	0.2533720256	Class D
RS19PM1	Carbon	D-Cysteine, 0.3%	E9	0.2615602451	Class D
RS19PM1	Carbon	L-Isoleucine, 0.2%	E10	0.2426146541	Class D
RS19PM1	Carbon	L-Cysteate, 0.3%	E11	0.2639508882	Class D
RS19PM1	Carbon	Adenosine, 0.2%	E12	0.8063382415	Class A
RS19PM1	Carbon	Xylitol, 0.3%	F1	0.2776716288	Class D
RS19PM1	Carbon	L-Glutamine, 0.3%	F2	0.6254247915	Class B
RS19PM1	Carbon	L-Rhamnose, 0.3%	F3	0.8965385872	Class A
RS19PM1	Carbon	Putrescine, 0.3%	F4	0.2658871996	Class D
RS19PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.2586666881	Class D
RS19PM1	Carbon	L-Arabitol, 0.3%	F6	0.2509866039	Class D
RS19PM1	Carbon	D-Glucosamine, 0.3%	F7	0.915574148	Class A
RS19PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.2603262548	Class D
RS19PM1	Carbon	D-Glutamate, 0.2%	F9	0.3300887498	Class C
RS19PM1	Carbon	D-Arabinose, 0.3%	F10	0.3815833535	Class C
RS19PM1	Carbon	L-Tryptophan, 0.2%	F11	0.2552436991	Class D
RS19PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.5179275753	Class B
RS19PM1	Nitrogen	Negative Control, 0%	G1	0.3342322457	Class C
RS19PM1	Nitrogen	Tyramine, 0.2%	G2	0.3015398712	Class D
RS19PM1	Nitrogen	Uridine, 0.3%	G3	0.3577185896	Class C
RS19PM1	Nitrogen	Inosine, 0.3%	G4	0.5896578899	Class B
RS19PM1	Nitrogen	Histamine, 0.3%	G5	0.4473349647	Class C
RS19PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.6231603476	Class B
RS19PM1	Nitrogen	Cytidine, 0.3%	G7	1.2031729501	Class A
RS19PM1	Nitrogen	Adenosine, 0.2%	G8	1.0900432448	Class A
RS19PM1	Nitrogen	L-Arginine, 0.2%	G9	0.898699135	Class A
RS19PM1	Nitrogen	Thiourea, 0.3%	G10	0.3327878526	Class C
RS19PM1	Nitrogen	Biuret, 0.2%	G11	0.4118507969	Class C
RS19PM1	Nitrogen	Guanidine, 0.3%	G12	0.4330651306	Class C
RS19PM1	Nitrogen	L-Histidine, 0.3%	H1	0.9052775114	Class A
RS19PM1	Nitrogen	Thymine, 0.2%	H2	0.3816730242	Class C
RS19PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.817011661	Class A
RS19PM1	Nitrogen	Allantoin, 0.2%	H4	0.9809903777	Class A
RS19PM1	Nitrogen	Adenine, 0.2%	H5	0.8226287928	Class A
RS19PM1	Nitrogen	Glycine, 0.3%	H6	0.7904559005	Class A
RS19PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.2903372981	Class D
RS19PM1	Nitrogen	L-Proline, 0.2%	H8	0.9514744287	Class A
RS19PM1	Nitrogen	D-Methionine, 0.2%	H9	0.3963764658	Class C
RS19PM1	Nitrogen	Cytosine, 0.2%	H10	0.8361873199	Class A
RS19PM1	Nitrogen	D-Valine, 0.2%	H11	0.3631707463	Class C
RS19PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.4355129494	Class C
RS1PM1	Carbon	Propionic Acid, 0.3%	A1	0.3924829863	Class C
RS1PM1	Carbon	L-Glutamate, 0.3%	A2	0.609535668	Class B
RS1PM1	Carbon	D-Glucose, 0.3%	A3	0.4228076828	Class C
RS1PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.3189699583	Class D
RS1PM1	Carbon	Lactulose, 0.3%	A5	0.3002852942	Class D
RS1PM1	Carbon	Glycerol, 0.3%	A6	0.4206816378	Class C
RS1PM1	Carbon	Myo-Inositol, 0.3%	A7	0.3376192618	Class C
RS1PM1	Carbon	D-Serine, 0.3%	A8	0.3659398995	Class C
RS1PM1	Carbon	D-Galactose, 0.3%	A9	0.3181845484	Class D
RS1PM1	Carbon	Oxalate, 0.2%	A10	0.2306061869	Class D
RS1PM1	Carbon	Malate, 0.3%	A11	0.2824151307	Class D
RS1PM1	Carbon	L-Methionine, 0.2%	A12	0.2868614041	Class D
RS1PM1	Carbon	Glycine, 0.3%	B1	0.4119876571	Class C
RS1PM1	Carbon	Negative Control, 0%	B2	0.2882454175	Class D
RS1PM1	Carbon	Quinic Acid, 0.3%	B3	0.2681943875	Class D
RS1PM1	Carbon	Sodium Succinate, 0.3%	B4	0.7101639185	Class B
RS1PM1	Carbon	Dulcitol, 0.3%	B5	0.313972686	Class D
RS1PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	0.4217384397	Class C
RS1PM1	Carbon	L-Xylose, 0.3%	B7	0.3110738915	Class D
RS1PM1	Carbon	L-Aspartate, 0.2%	B8	0.6006295425	Class B
RS1PM1	Carbon	D-Fructose, 0.3%	B9	0.4483842291	Class C
RS1PM1	Carbon	L-Valine, 0.2%	B10	0.2808745665	Class D
RS1PM1	Carbon	Sodium Pyruvate, 0.3%	B11	0.6801759183	Class B
RS1PM1	Carbon	Lactate, 0.3%	B12	0.6602661722	Class B
RS1PM1	Carbon	Citrate, 0.3%	C1	0.3211948378	Class C
RS1PM1	Carbon	D-Mannose, 0.3%	C2	0.4153313555	Class C
RS1PM1	Carbon	L-Serine, 0.3%	C3	0.3258016979	Class C
RS1PM1	Carbon	D-Salicin, 0.3%	C4	0.3684415639	Class C
RS1PM1	Carbon	D-Cellubiose, 0.3%	C5	0.4098777198	Class C
RS1PM1	Carbon	Adonitol, 0.3%	C6	0.3172986265	Class D
RS1PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	0.38178234	Class C
RS1PM1	Carbon	L-Sorbose, 0.3%	C8	0.3099309023	Class D
RS1PM1	Carbon	D-Arabitol, 0.3%	C9	0.301111514	Class D
RS1PM1	Carbon	L-Lysine, 0.3%	C10	0.2800806563	Class D
RS1PM1	Carbon	D-Trehalose, 0.3%	C11	0.4017542781	Class C
RS1PM1	Carbon	Acetate, 0.3%	C12	0.4212442364	Class C
RS1PM1	Carbon	L-Alanine, 0.3%	D1	0.3802485305	Class C
RS1PM1	Carbon	L-Arabinose, 0.3%	D2	0.3155771621	Class D
RS1PM1	Carbon	L-Threonine, 0.3%	D3	0.2862715048	Class D
RS1PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.3351508778	Class C
RS1PM1	Carbon	D-Ribose, 0.3%	D5	0.3898112309	Class C
RS1PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.4347424732	Class C
RS1PM1	Carbon	D-Alanine, 0.3%	D7	0.3959936346	Class C
RS1PM1	Carbon	L-Fucose, 0.3%	D8	0.3857357003	Class C
RS1PM1	Carbon	L-Asparagine, 0.2%	D9	0.3429849285	Class C
RS1PM1	Carbon	L-Leucine, 0.3%	D10	0.4680164582	Class C
RS1PM1	Carbon	D-Aspartate, 0.2%	D11	0.2892686497	Class D
RS1PM1	Carbon	Inosine, 0.3%	D12	0.2784040849	Class D
RS1PM1	Carbon	Thymidine, 0.3%	E1	0.5151576164	Class B
RS1PM1	Carbon	Sucrose, 0.3%	E2	0.452677828	Class C
RS1PM1	Carbon	D-Xylose, 0.3%	E3	0.5318988184	Class B
RS1PM1	Carbon	L-Cysteine, 0.3%	E4	0.311475506	Class D
RS1PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	0.2946376441	Class D
RS1PM1	Carbon	D-Raffinose, 0.3%	E6	0.4074284858	Class C
RS1PM1	Carbon	D-Asparagine, 0.3%	E7	0.2954889469	Class D
RS1PM1	Carbon	i-Erythritol, 0.3%	E8	0.2847344856	Class D
RS1PM1	Carbon	D-Cysteine, 0.3%	E9	0.3085077176	Class D
RS1PM1	Carbon	L-Isoleucine, 0.2%	E10	0.3289297243	Class C
RS1PM1	Carbon	L-Cysteate, 0.3%	E11	0.2946122869	Class D
RS1PM1	Carbon	Adenosine, 0.2%	E12	0.3390892249	Class C
RS1PM1	Carbon	Xylitol, 0.3%	F1	0.2817825905	Class D
RS1PM1	Carbon	L-Glutamine, 0.3%	F2	0.4432746977	Class C
RS1PM1	Carbon	L-Rhamnose, 0.3%	F3	0.3034910966	Class D
RS1PM1	Carbon	Putrescine, 0.3%	F4	0.2776999373	Class D
RS1PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.3102952737	Class D
RS1PM1	Carbon	L-Arabitol, 0.3%	F6	0.2892882562	Class D
RS1PM1	Carbon	D-Glucosamine, 0.3%	F7	0.6100590016	Class B
RS1PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.5108842659	Class B
RS1PM1	Carbon	D-Glutamate, 0.2%	F9	0.3269066827	Class C
RS1PM1	Carbon	D-Arabinose, 0.3%	F10	0.2895230359	Class D
RS1PM1	Carbon	L-Tryptophan, 0.2%	F11	0.3755871711	Class C
RS1PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.3085345175	Class D
RS1PM1	Nitrogen	Negative Control, 0%	G1	0.4373168205	Class C
RS1PM1	Nitrogen	Tyramine, 0.2%	G2	0.4740877733	Class C
RS1PM1	Nitrogen	Uridine, 0.3%	G3	0.4756368269	Class C
RS1PM1	Nitrogen	Inosine, 0.3%	G4	0.492167963	Class C
RS1PM1	Nitrogen	Histamine, 0.3%	G5	0.5087902005	Class B
RS1PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.4932728245	Class C
RS1PM1	Nitrogen	Cytidine, 0.3%	G7	0.485498539	Class C
RS1PM1	Nitrogen	Adenosine, 0.2%	G8	0.6723553356	Class B
RS1PM1	Nitrogen	L-Arginine, 0.2%	G9	0.5650088365	Class B
RS1PM1	Nitrogen	Thiourea, 0.3%	G10	0.4664335856	Class C
RS1PM1	Nitrogen	Biuret, 0.2%	G11	0.3044904225	Class D
RS1PM1	Nitrogen	Guanidine, 0.3%	G12	0.284124872	Class D
